scenario,average_ptf,average_production_growth,output_index_2024,cumulative_production_growth,level_difference_vs_observed
Observado,-0.08080326547606459,3.15252671432172,182.02613245903515,82.02613245903515,0.0
PTF igual a cero en las cuatro actividades,0.35171305118881646,3.5850430309866006,197.6165154187487,97.61651541874869,8.564914690599235
