scenario,gross_value_added,labor,capital,factors,ptf,value_added_index_2025,level_difference_vs_observed,annual_tfp_increment
Observado,3.3876844138947297,1.7318366955678837,1.79329587465185,3.525132570219734,-0.1374481563250037,203.68688003897086,0.0,0.0
Tasa anual de crecimiento de la PTF un punto porcentual mayor,4.38768441389473,1.7318366955678837,1.79329587465185,3.525132570219734,0.8625518436749963,251.28403500511945,23.367805995674317,1.0
