scenario,gross_value_added,labor,capital,factors,ptf,value_added_index_2024,level_difference_vs_observed,annual_tfp_increment
Observado,3.3570720862698913,1.6728216450130236,1.8589924438031777,3.5318140888162013,-0.17474200254631012,189.23958965553686,0.0,0.0
PTF un punto porcentual adicional por año,4.357072086269891,1.6728216450130236,1.8589924438031777,3.5318140888162013,0.8252579974536899,228.83789765178133,20.92495976572515,1.0
