activity,start,end,n,ptf_positive_years,production,labor_composition,hours,labor,capital_tic,capital_non_tic,capital,energy,materials,services,intermediate,factors,ptf
Total de la economía,2006,2024,19,10,3.15252671432172,0.1986769578332165,0.6756326254010887,0.8743095832343052,0.05181951727916882,0.8807937982128444,0.9326133154920132,0.2038597739860667,0.49362938679934554,0.7289179202860535,1.4264070810714657,3.233329979797784,-0.08080326547606459
