scenario,gross_value_added,labor,capital,factors,ptf,value_added_index_2024,level_difference_vs_observed,annual_tfp_increment
Observado,3.4242670575503915,1.762747265169822,1.843523826927396,3.606271092097218,-0.18200403454682695,198.34810587322264,0.0,0.0
Tasa anual de crecimiento de la PTF un punto porcentual mayor,4.4242670575503915,1.762747265169822,1.843523826927396,3.606271092097218,0.817995965453173,242.26292358939952,22.140275816016985,1.0
